,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8
22,0.272583667,0.767157019,0.216006036,0.577755809,0.704002636,0.504986479,0.454004056,0.847762296
23,0.646176427,0.066127973,0.068145041,0.168802755,0.90058259,0.069679666,0.760045934,0.640046773
24,0.757235298,0.549002188,0.832063966,0.528265132,0.324691353,0.242221803,0.489278544,0.407187043
25,0.310416393,0.09118953,0.142006103,0.274379032,0.410833137,0.369324793,0.431286926,0.429392064
26,0.256478942,0.810738049,0.149613678,0.327799419,0.778474566,0.554794668,0.799906801,0.374535361
27,0.663183804,0.272598269,0.419980389,0.234612236,0.178337082,0.876162592,0.248855581,0.128426846
28,0.564546083,0.467936985,0.197873243,0.85133403,0.361478024,0.353046212,0.170435735,0.466397428
29,0.373441868,0.389276701,0.597241463,0.664112993,0.221454882,0.394267662,0.039704469,0.279114417
30,0.749896473,0.551204514,0.295692233,0.936564341,0.099964674,0.320210155,0.280590318,0.961871866
31,0.145090486,0.72945429,0.623452737,0.600423838,0.023980726,0.623598179,0.654644653,0.991607698
32,0.947103087,0.364580642,0.310830492,0.988099323,0.830444884,0.199103484,0.407215712,0.228776531
33,0.829635503,0.590231974,0.587413358,0.909256558,0.230966907,0.924626445,0.049089153,0.338719465
34,0.262948748,0.680902001,0.972414784,0.048411573,0.574239624,0.329746717,0.496140176,0.517753873
35,0.979003362,0.087980161,0.525924758,0.479753142,0.43607158,0.712200982,0.961255022,0.011464771
36,0.973042047,0.1129221,0.491728566,0.912679677,0.770364541,0.418994963,0.512702912,0.134618626
37,0.063413565,0.624559698,0.473541786,0.330919367,0.135974033,0.751632438,0.812397742,0.883969751
38,0.615924475,0.911760371,0.741518811,0.473238463,0.26725827,0.79388743,0.317458515,0.732663246
39,0.965394286,0.522578793,0.980914133,0.387723176,0.384570214,0.543004576,0.596392779,0.389928863
40,0.180493294,0.631776271,0.864209409,0.503068597,0.930319396,0.298477679,0.883802869,0.378151149
41,0.194315722,0.341370407,0.103834232,0.698545201,0.781297477,0.516738204,0.479645932,0.05538525
42,0.168041149,0.883692166,0.33894359,0.610882523,0.496314804,0.606370055,0.997532418,0.343224654
43,0.200670917,0.771690202,0.675619274,0.37333812,0.509743269,0.765091189,0.987249082,0.15602606
44,0.576427802,0.307246273,0.495838304,0.496726781,0.153899172,0.138691995,0.678234534,0.31813946
45,0.570724792,0.866401641,0.350288264,0.711580353,0.130382624,0.589894467,0.412320801,0.573401239
46,0.831114821,0.275110638,0.900907535,0.010601946,0.025706258,0.984713731,0.48213901,0.413188379
47,0.726975542,0.442296806,0.063225773,0.053821705,0.731167458,0.373723044,0.041670521,0.737415525
48,0.518734478,0.575677961,0.663024279,0.215493595,0.545555523,0.76247133,0.029026552,0.793562752
49,0.897729422,0.85322503,0.855376798,0.112669327,0.3013544,0.83845207,0.683170045,0.858472625
50,0.744940439,0.314613536,0.324191742,0.724215066,0.665051335,0.01392869,0.267470536,0.366111596
51,0.701545057,0.316614699,0.151865548,0.755803013,0.641794592,0.456161842,0.831176856,0.813801583
52,0.789969959,0.8085158,0.602206772,0.87193065,0.750373035,0.286920584,0.707802153,0.457289403
53,0.175072896,0.499828359,0.225107081,0.564402166,0.695823934,0.12175706,0.167513249,0.7240682
54,0.227906555,0.53833082,0.997569347,0.312017783,0.463910367,0.493176736,0.070776068,0.072855946
55,0.22004621,0.81552934,0.201110407,0.175203339,0.905061481,0.8569676,0.6415014,0.098706626
56,0.817514314,0.718254445,0.180027257,0.061232787,0.510749833,0.193392743,0.859811403,0.538375105
57,0.671278343,0.491947051,0.343089969,0.159708539,0.630677883,0.266435611,0.822621008,0.239027228
58,0.892126505,0.666965565,0.211608141,0.319788459,0.491680458,0.771741314,0.270564413,0.612101523
59,0.445431263,0.500677298,0.652030883,0.461467889,0.325373288,0.810008631,0.853697543,0.86119127
60,0.096384908,0.119920857,0.537134141,0.843529727,0.720089689,0.055073714,0.568391074,0.74424535
61,0.943504207,0.990669687,0.814178562,0.585105615,0.181753254,0.387347287,0.701297166,0.18794604
62,0.093556362,0.917732142,0.756921357,0.296437868,0.378459087,0.252594743,0.755040845,0.323472733
63,0.281404528,0.226054455,0.022676032,0.237668414,0.636619917,0.741835657,0.23281118,0.179758313
64,0.306519473,0.143441156,0.26310559,0.651820309,0.898851055,0.407384472,0.929487594,0.789437077
65,0.558825964,0.891465701,0.433594834,0.541569561,0.950135644,0.174220896,0.329641652,0.255963058
66,0.277632844,0.135657125,0.12128651,0.941677264,0.582210773,0.536360522,0.138616123,0.361575456
67,0.339809548,0.901428586,0.773853628,0.265235592,0.94002996,0.35536802,0.25613156,0.193256934
68,0.293623131,0.829790938,0.019083082,0.558441367,0.992105639,0.44824354,0.895641838,0.869957184
69,0.486218814,0.036063234,0.912905033,0.361390598,0.25967283,0.498078303,0.838137008,0.302480617
70,0.358315216,0.596099297,0.681766005,0.530104062,0.791572328,0.21758486,0.816354766,0.562266661
71,0.915347874,0.580108709,0.751601579,0.068653086,0.705547883,0.564334748,0.692416717,0.266965087
72,0.139421441,0.439481211,0.367209935,0.51721193,0.358381975,0.155689773,0.275316757,0.87716051
73,0.329897556,0.965194734,0.488509981,0.161009816,0.35074909,0.978684095,0.901842079,0.10177399
74,0.790285474,0.41636614,0.798918265,0.609574526,0.280486977,0.805266633,0.737432489,0.593878817
75,0.887655794,0.848867319,0.114272998,0.746546723,0.039839931,0.957763358,0.101451751,0.243607383
76,0.505595186,0.071298234,0.001405226,0.817118221,0.47709608,0.70168751,0.872572295,0.163535496
77,0.215531186,0.076949879,0.361404126,0.573546593,0.532280236,0.831583204,0.154466287,0.181552553
78,0.085841025,0.762032654,0.963120614,0.806666213,0.799914515,0.610221358,0.918633516,0.14255311
79,0.844196827,0.68818094,0.345669366,0.342992497,0.963179319,0.545808435,0.132588433,0.767183629
80,0.535181542,0.471302004,0.584980617,0.444016993,0.556526355,0.443343407,0.287745154,0.588566293
81,0.301305973,0.378315815,0.505795549,0.420243858,0.9799131,0.465830142,0.913156392,0.280890755
82,0.029296373,0.187181373,0.729003219,0.324770992,0.855785544,0.574888797,0.403474356,0.092879536
83,0.85772818,0.745707434,0.243605707,0.468709531,0.064802142,0.717716221,0.558668712,0.232674212
84,0.984335784,0.659726524,0.809812421,0.408641042,0.598731071,0.901301057,0.74618445,0.295098439
85,0.401513195,0.489603056,0.746243867,0.799917745,0.763273802,0.474917663,0.73044132,0.937259788
86,0.035553408,0.895570319,0.010109052,0.552637735,0.226461349,0.024364068,0.062832637,0.512906264
87,0.835668576,0.640559583,0.410794427,0.094332572,0.263937682,0.722939663,0.449126983,0.089071176
88,0.299499629,0.606184619,0.51173368,0.777140422,0.92450764,0.000988518,0.36594578,0.907948517
89,0.732999116,0.512025142,0.915031696,0.597702711,0.347482958,0.966467584,0.909545756,0.659358629
90,0.127788494,0.382086524,0.778622837,0.709096677,0.603905244,0.892655041,0.204527314,0.924199942
91,0.009261529,0.326263083,0.849621266,0.14982004,0.519425601,0.666559656,0.770204808,0.271751118
92,0.195473915,0.50854235,0.643658926,0.996845546,0.972901667,0.480685107,0.385671865,0.566651926
93,0.072830814,0.973907691,0.648856583,0.834672408,0.370596799,0.488588098,0.865979545,0.288825242
94,0.268163713,0.568242227,0.518955733,0.785491584,0.727113236,0.627786387,0.808603806,0.463947527
95,0.584924062,0.017121804,0.276587524,0.582399703,0.309439208,0.053873786,0.395737315,0.218984738
96,0.513349876,0.945371209,0.247292453,0.403509127,0.861534503,0.507392867,0.298392376,0.442443163
97,0.54917225,0.405661363,0.905814729,0.65793419,0.607849176,0.400455041,0.467583912,0.110770056
98,0.454235328,0.216560043,0.853338087,0.058129796,0.42351506,0.259211846,0.437282099,0.827575983
99,0.01254502,0.430271487,0.560950735,0.665784324,0.739967979,0.426401069,0.590555633,0.212653386
100,0.952270401,0.403899096,0.700125732,0.082571981,0.588129745,0.23588541,0.314321474,0.493055849
101,0.721001214,0.78764789,0.233361397,0.739413053,0.679598924,0.594196162,0.052303587,0.121146931
102,0.774257543,0.909609934,0.129687742,0.2509198,0.343233419,0.557856445,0.51592516,0.979408072
103,0.189758217,0.293464326,0.611053084,0.978659428,0.820923525,0.567016205,0.494120502,0.888290517
104,0.849235219,0.555855116,0.05038315,0.961613679,0.27705219,0.046010277,0.332289609,0.489552078
105,0.613813933,0.959950962,0.710417559,0.505394068,0.127759609,0.154080473,0.394801662,0.999606901
106,0.735702586,0.534844199,0.794706481,0.888153316,0.955638617,0.906612746,0.105013676,0.061807536
107,0.069194956,0.604118921,0.928565499,0.687451374,0.121183058,0.126089932,0.427223715,0.392215045
108,0.41216594,0.29703478,0.057541717,0.439970489,0.657795751,0.896247585,0.742207477,0.310820017
109,0.052458066,0.635052723,0.192533221,0.118644058,0.870087988,0.853098426,0.58879652,0.44532746
110,0.08466195,0.339446574,0.780882628,0.493490242,0.947052365,0.649945805,0.08352456,0.067985662
111,0.87494344,0.283307375,0.924586787,0.143727543,0.19065306,0.343511052,0.789209294,0.022492337
112,0.455934871,0.801111314,0.106903867,0.734622346,0.544485492,0.758929285,0.629329938,0.205170369
113,0.939034446,0.099975068,0.692881422,0.300899561,0.502468578,0.23298649,0.956958456,0.897689315
114,0.368524179,0.18030887,0.549551404,0.792968248,0.066283554,0.992129072,0.024730202,0.02895325
115,0.716890969,0.209210116,0.090675337,0.626666419,0.671654393,0.20225165,0.175795263,0.816728129
116,0.621529977,0.856052677,0.158840461,0.281540207,0.174599312,0.28443673,0.945127561,0.799174248
117,0.88422441,0.677204735,0.815379445,0.879338081,0.415544444,0.849068301,0.187617498,0.675566816
118,0.525031189,0.515634072,0.619175145,0.671798417,0.662872803,0.985093472,0.415455342,0.687725449
119,0.443813455,0.838662793,0.25148764,0.390483088,0.034950129,0.031596143,0.876290456,0.934317414
120,0.533350206,0.101116126,0.439874921,0.952803362,0.910797172,0.225775632,0.143909327,0.246035844
121,0.992751112,0.923055988,0.173049805,0.763294947,0.453792371,0.147237982,0.580751242,0.202862238
122,0.71241468,0.426893163,0.634065844,0.195255404,0.578079745,0.189514478,0.251200702,0.524651898
123,0.60364657,0.021416723,0.639431734,0.214297599,0.99820981,0.306922616,0.52837309,0.595585342
124,0.629538088,0.843209943,0.137873586,0.861744492,0.195341787,0.532456728,0.351502968,0.482750369
125,0.657638211,0.053919994,0.239315328,0.694788201,0.886147774,0.527746778,0.98311449,0.629202925
126,0.390424855,0.214179563,0.721478456,0.593308122,0.288410977,0.709812099,0.262932265,0.33095166
127,0.41891538,0.671606277,0.979160576,0.919659355,0.755414759,0.108420586,0.463090922,0.047301893
128,0.472174832,0.153885833,0.550614247,0.018030221,0.443224473,0.513913758,0.093254557,0.835173546
129,0.408336013,0.654167881,0.968933224,0.033407444,0.749950242,0.437391122,0.86349861,0.476266031
130,0.668783514,0.463373383,0.541288572,0.892812488,0.615322326,0.272666005,0.953037283,0.892171286
131,0.80511186,0.796040997,0.319968597,0.569910943,0.484042948,0.375615646,0.800733633,0.382231286
132,0.879499352,0.714815267,0.890094557,0.41520803,0.845640304,0.630578587,0.920278151,0.800620976
133,0.428817011,0.950097891,0.954054062,0.835362918,0.390222937,0.02991135,0.128878996,0.747248411
134,0.251515847,0.350643249,0.842075158,0.348993813,0.100826757,0.596060586,0.000853787,0.006585874
135,0.688014637,0.981518872,0.734204504,0.384449275,0.810186162,0.1447247,0.121639422,0.630580387
136,0.240341022,0.253081739,0.166424842,0.631560171,0.446259909,0.009810245,0.710798596,0.439608948
137,0.929700723,0.365515012,0.270857053,0.103049105,0.008579387,0.214044128,0.662611817,0.507525223
138,0.173543297,0.928745104,0.327371728,0.07802613,0.319432102,0.946712364,0.965310418,0.305661978
139,0.820789184,0.424004489,0.99199869,0.958069924,0.272020013,0.728540807,0.657394898,0.172188488
140,0.045135819,0.201632762,0.483966418,0.41365363,0.686730534,0.220956248,0.613276954,0.639826157
141,0.343233906,0.446297275,0.874404703,0.287046361,0.01032333,0.925259411,0.624340905,0.326234191
142,0.142128238,0.239989142,0.460250755,0.68229075,0.083318525,0.132802036,0.715684891,0.554479065
143,0.98503897,0.752926666,0.072763308,0.700460862,0.202051515,0.302010631,0.727505007,0.165987466
144,0.351103012,0.694262099,0.281596145,0.338641206,0.431907826,0.776326923,0.219992693,0.135132562
145,0.398660937,0.822495143,0.469934505,0.803859416,0.8657755,0.938791114,0.01084588,0.776229692
146,0.914858078,0.166371375,0.625794616,0.487676107,0.681019405,0.178150405,0.699108538,0.117306128
147,0.107926204,0.870786715,0.672249588,0.085633682,0.366067075,0.575225418,0.940836376,0.525788935
148,0.32106839,0.394544331,0.801694227,0.926843445,0.646270983,0.618508031,0.939760207,0.970864168
149,0.684389022,0.321409449,0.531409344,0.902921836,0.467962999,0.017991509,0.615242846,0.154718537
150,0.164452432,0.942318908,0.117375474,0.638257259,0.59350708,0.66349143,0.548386273,0.398497667
151,0.676800346,0.936640897,0.594896874,0.768605346,0.395184409,0.164721484,0.034581821,0.497976946
152,0.795146097,0.255868559,0.87685216,0.740419001,0.297796232,0.889153837,0.536538866,0.419774016
153,0.119179713,0.331343275,0.827779963,0.994165955,0.078933267,0.115058342,0.606132084,0.904634588
154,0.782962991,0.176852353,0.737113249,0.51131063,0.713788218,0.865281934,0.371698357,0.715248883
155,0.501730932,0.933309614,0.405388955,0.623302525,0.117776481,0.411612141,0.578714977,0.781328195
156,0.234296828,0.459749609,0.948665129,0.845433026,0.314950076,0.882001086,0.534217084,0.702547897
157,0.997010132,0.571890116,0.930928083,0.617583587,0.402997602,0.844967218,0.384615842,0.544988531
158,0.239500416,0.663234848,0.884067127,0.188296484,0.114003226,0.919113401,0.554067381,0.713816102
159,0.383035752,0.478077897,0.942309161,0.24159013,0.245833463,0.294384584,0.077856176,0.808872834
160,0.469181541,0.744832675,0.164812184,0.042382073,0.042291984,0.682148729,0.099259529,0.987998847
161,0.133000192,0.649878643,0.37275505,0.128262304,0.536778115,0.080076041,0.361060355,0.531636647
162,0.633239128,0.724301354,0.179156591,0.883500659,0.218685171,0.423353331,0.603890598,0.980302901
163,0.933895675,0.783269385,0.384222827,0.305565534,0.236253914,0.062429989,0.069667513,0.403239761
164,0.779976518,0.22129418,0.657915157,0.247594194,0.816018902,0.733250281,0.779244629,0.683826436
165,0.499170534,0.562343267,0.45872911,0.258950937,0.893973431,0.747940753,0.507314717,0.840785261
166,0.48085974,0.370699778,0.130088484,0.023073015,0.050366139,0.655981245,0.893953586,0.420194391
167,0.763807165,0.197514913,0.556874467,0.00636389,0.965804877,0.089762601,0.212448882,0.758281481
168,0.03132137,0.014907286,0.0309434,0.263476806,0.241945911,0.580933552,0.347839372,0.672270708
169,0.436458708,0.707911227,0.046931126,0.430557836,0.612160186,0.432801083,0.827223685,0.95425929
170,0.767029232,0.586693644,0.822246027,0.224441536,0.294963457,0.998777308,0.841328911,0.004692109
171,0.905156881,0.484395388,0.715416076,0.131523534,0.765604374,0.601773636,0.37868028,0.254387855
172,0.002436791,0.028425426,0.375659989,0.205360393,0.458810072,0.954034096,0.47020912,0.264343136
173,0.90167554,0.080687299,0.20537781,0.153573687,0.149277258,0.944712387,0.442651561,0.503480719
174,0.590953566,0.963314791,0.866309996,0.174066281,0.074868458,0.168617158,0.239524767,0.696305265
175,0.288781191,0.28628505,0.706839222,0.726636401,0.694867791,0.099818241,0.199354105,0.652689587
176,0.814633542,0.300775357,0.448520425,0.290039584,0.936566085,0.860630273,0.160655717,0.195010548
177,0.651802837,0.454565629,0.565396835,0.428250226,0.089534842,0.874432651,0.54277511,0.451028896
178,0.69366009,0.12081508,0.078422347,0.191139116,0.627866927,0.460490163,0.017432161,0.293904071
179,0.078114028,0.790783417,0.762244944,0.4579953,0.918908296,0.279479597,0.113017703,0.692505818
180,0.056176348,0.358856726,0.39604239,0.828799358,0.487787986,0.971717144,0.64738562,0.050657187
181,0.123899219,0.191877534,0.083914344,0.450869944,0.001392431,0.636353656,0.146412231,0.223009051
182,0.804119431,0.861491937,0.988985337,0.350628456,0.529126408,0.81919877,0.343631707,0.01605093
183,0.150002869,0.734236819,0.501625832,0.549080406,0.472356397,0.360537087,0.792507201,0.608376987
184,0.54437414,0.975017479,0.186711179,0.899094431,0.213808955,0.782720336,0.971497045,0.580922845
185,0.75439548,0.001761838,0.667591413,0.399490782,0.108073619,0.91387619,0.309188207,0.661637301
186,0.63568942,0.542961076,0.444824691,0.123432932,0.015868324,0.673253448,0.359168644,0.474821672
187,0.698711299,0.525942827,0.388095149,0.859082906,0.141724014,0.209354873,0.457857157,0.559898482
188,0.015376673,0.048589444,0.839678789,0.535484446,0.929794606,0.960947056,0.768610036,0.615484567
189,0.551676649,0.628657841,0.095526041,0.228019415,0.159847913,0.797787654,0.294667632,0.913717844
190,0.040479657,0.171193759,0.523622776,0.108171512,0.332411907,0.264140749,0.932119999,0.548596741
191,0.851543037,0.24640157,0.609433031,0.717935103,0.52067377,0.075000037,0.722338629,0.358058586
192,0.599964009,0.832800281,0.768679574,0.074544309,0.98817687,0.697710812,0.240459724,0.083294042
193,0.332377845,0.064327934,0.356650122,0.866674519,0.880443271,0.688786755,0.059211627,0.851902109
194,0.345044993,0.007981547,0.453651341,0.645034834,0.562835589,0.333724875,0.300733909,0.957678715
195,0.641278342,0.266432212,0.898401207,0.036756313,0.162162932,0.932691327,0.635898102,0.874534753
196,0.586373932,0.398790484,0.006062685,0.277681845,0.844942205,0.103722182,0.116742172,0.62116449
197,0.11214179,0.619518143,0.025956192,0.81308725,0.427088637,0.349514678,0.97763203,0.038558565
198,0.159103154,0.877379925,0.937708419,0.098954845,0.566065584,0.315174147,0.572037225,0.968779617
199,0.607550483,0.704825323,0.575080139,0.138328929,0.385899421,0.826822232,0.630454426,0.762746364
